电影天堂电影之1,#genre#
动画片-琳达想吃鸡肉！,https://vip.dytt-kan.com/20250622/1207_4e4e53aa/index.m3u8
喜剧片-昆宝出拳,https://vip.dytt-kan.com/20250622/1206_144a3f71/index.m3u8
喜剧片-狂野分手团,https://vip.dytt-kan.com/20250622/1205_b571ecea/index.m3u8
喜剧片-跨界任务,https://vip.dytt-kan.com/20250622/1204_fb2fcd53/index.m3u8
喜剧片-机组,https://vip.dytt-kan.com/20250622/1203_491442df/index.m3u8
喜剧片-绝地战警：生死与共,https://vip.dytt-kan.com/20250622/1202_147702db/index.m3u8
喜剧片-杰米·福克斯：适才之事,https://vip.dytt-kan.com/20250622/1201_7501e5d4/index.m3u8
喜剧片-简如西尔万,https://vip.dytt-kan.com/20250622/1200_fe2d0103/index.m3u8
喜剧片-黑带出勤中,https://vip.dytt-kan.com/20250622/1199_4d2e7bd3/index.m3u8
动画片-海洋奇缘2,https://vip.dytt-kan.com/20250622/1198_c54e7837/index.m3u8
喜剧片-还有明天2023,https://vip.dytt-kan.com/20250622/1197_ae5e3ce4/index.m3u8
喜剧片-怪奇大法师,https://vip.dytt-kan.com/20250622/1196_9adeb82f/index.m3u8
喜剧片-光棍儿,https://vip.dytt-kan.com/20250622/1195_0188e8b8/index.m3u8
喜剧片-高中新丁,https://vip.dytt-kan.com/20250622/1194_a42a596f/index.m3u8
喜剧片-飞翔吧！埼玉2,https://vip.dytt-kan.com/20250622/1193_9a3d4583/index.m3u8
动画片-独角兽塞尔玛,https://vip.dytt-kan.com/20250622/1192_52292e0c/index.m3u8
喜剧片-动作巨星,https://vip.dytt-kan.com/20250622/1191_b20bb95a/index.m3u8
喜剧片-动作巨星2,https://vip.dytt-kan.com/20250622/1190_160c8865/index.m3u8
剧情片-东京！,https://vip.dytt-kan.com/20250622/1189_82c25591/index.m3u8
喜剧片-等待达利,https://vip.dytt-kan.com/20250622/1188_c44e5038/index.m3u8
喜剧片-登月大计划,https://vip.dytt-kan.com/20250622/1187_4f284803/index.m3u8
喜剧片-大选风暴,https://vip.dytt-kan.com/20250622/1186_2b6d65b9/index.m3u8
喜剧片-大“反”派,https://vip.dytt-kan.com/20250622/1185_5680522b/index.m3u8
喜剧片-比佛利山超级警探4,https://vip.dytt-kan.com/20250622/1184_97af4fb3/index.m3u8
恐怖片-艾米莉亚·佩雷斯,https://vip.dytt-kan.com/20250622/1183_0e095e05/index.m3u8
喜剧片-阿诺拉,https://vip.dytt-kan.com/20250622/1182_f4733064/index.m3u8
喜剧片-G男,https://vip.dytt-kan.com/20250622/1181_2ac2406e/index.m3u8
喜剧片-DC萌宠特遣队,https://vip.dytt-kan.com/20250622/1180_6eb6e75f/index.m3u8
喜剧片-404宿灵速速逃,https://vip.dytt-kan.com/20250622/1179_dabd8d2c/index.m3u8
喜剧片-18岁老处女,https://vip.dytt-kan.com/20250622/1178_7d771e0e/index.m3u8
喜剧片-自力更生,https://vip.dytt-kan.com/20250621/1177_83f97f48/index.m3u8
喜剧片-啄木鸟伍迪2,https://vip.dytt-kan.com/20250621/1176_a7d8ae45/index.m3u8
喜剧片-五次相亲,https://vip.dytt-kan.com/20250621/1175_1896a3bf/index.m3u8
喜剧片-无糖霜,https://vip.dytt-kan.com/20250621/1174_3473decc/index.m3u8
喜剧片-我盛大的希腊婚礼3,https://vip.dytt-kan.com/20250621/1173_0a0a0c8a/index.m3u8
喜剧片-唐人街恰恰,https://vip.dytt-kan.com/20250621/1172_36a1694b/index.m3u8
剧情片-史上最棒的圣诞庆典,https://vip.dytt-kan.com/20250621/1171_a113c1ec/index.m3u8
喜剧片-圣诞绅士夜,https://vip.dytt-kan.com/20250621/1170_3eb71f62/index.m3u8
喜剧片-热情邀约,https://vip.dytt-kan.com/20250621/1169_1e1d1841/index.m3u8
喜剧片-前浪兄弟,https://vip.dytt-kan.com/20250621/1168_2f29b6e3/index.m3u8
喜剧片-千年虫,https://vip.dytt-kan.com/20250621/1167_9da187a7/index.m3u8
喜剧片-扯淡生命史,https://vip.dytt-kan.com/20250621/1166_0f2c9a93/index.m3u8
喜剧片-96摇滚指南,https://vip.dytt-kan.com/20250621/1165_a3fb4fbf/index.m3u8
动作片-颜如玉,https://vip.dytt-kan.com/20250621/1164_00e26af6/index.m3u8
动作片-玄天风云,https://vip.dytt-kan.com/20250621/1163_6e7d2da6/index.m3u8
动作片-茅山,https://vip.dytt-kan.com/20250621/1161_38ca8956/index.m3u8
动作片-智深传,https://vip.dytt-kan.com/20250621/1158_0c048b3a/index.m3u8
动作片-兵王之绝境狙杀,https://vip.dytt-kan.com/20250621/1160_884d7996/index.m3u8
动作片-智深传2,https://vip.dytt-kan.com/20250621/1159_16e6a332/index.m3u8
动作片-制胜一击,https://vip.dytt-kan.com/20250621/1157_a8240cb8/index.m3u8
动作片-征途,https://vip.dytt-kan.com/20250621/1156_e2231217/index.m3u8
动作片-野兽之瞳,https://vip.dytt-kan.com/20250621/1154_e8b1cbd0/index.m3u8
动作片-新上海滩,https://vip.dytt-kan.com/20250621/1153_55b1927f/index.m3u8
喜剧片-我的世界大电影,https://vip.dytt-kan.com/20250621/1152_45f31d16/index.m3u8
动作片-卫斯理之蓝血人,https://vip.dytt-kan.com/20250621/1151_f197002b/index.m3u8
动作片-天生拳霸,https://vip.dytt-kan.com/20250621/1149_09c6c378/index.m3u8
动作片-蜀山降魔传,https://vip.dytt-kan.com/20250621/1148_df0aab05/index.m3u8
动作片-生死拳速,https://vip.dytt-kan.com/20250621/1147_a1d50185/index.m3u8
动作片-射雕英雄传之降龙十八掌,https://vip.dytt-kan.com/20250621/1146_8a3363ab/index.m3u8
动作片-杀出太平镇,https://vip.dytt-kan.com/20250621/1145_feab05aa/index.m3u8
喜剧片-三日玩命作,https://vip.dytt-kan.com/20250621/1144_4588e674/index.m3u8
动作片-拳霸3,https://vip.dytt-kan.com/20250621/1143_208e43f0/index.m3u8
喜剧片-琼森帮归来,https://vip.dytt-kan.com/20250621/1142_8ce6790c/index.m3u8
喜剧片-泣船威利,https://vip.dytt-kan.com/20250621/1141_f7f580e1/index.m3u8
科幻片-碰撞地球,https://vip.dytt-kan.com/20250621/1140_8248a99e/index.m3u8
动作片-女巫季节,https://vip.dytt-kan.com/20250621/1139_18426034/index.m3u8
动作片-曼谷复仇夜,https://vip.dytt-kan.com/20250621/1137_801c14f0/index.m3u8
动作片-曼谷保镖,https://vip.dytt-kan.com/20250621/1136_47a65822/index.m3u8
动作片-猎妖术,https://vip.dytt-kan.com/20250621/1135_fd2c5e46/index.m3u8
动作片-狼狩猎,https://vip.dytt-kan.com/20250621/1134_7c9d0b1f/index.m3u8
动作片-黄飞鸿之南北英雄,https://vip.dytt-kan.com/20250621/1133_fd06b8ea/index.m3u8
动作片-黑侠2,https://vip.dytt-kan.com/20250621/1131_fe709c65/index.m3u8
动作片-黑侠,https://vip.dytt-kan.com/20250621/1132_571e0f7e/index.m3u8
动作片-敢死队,https://vip.dytt-kan.com/20250621/1129_69a5b599/index.m3u8
动作片-第一诫,https://vip.dytt-kan.com/20250621/1127_678a1491/index.m3u8
科幻片-地球淹没之惊涛大历险,https://vip.dytt-kan.com/20250621/1126_ffeed84c/index.m3u8
动作片-狄仁杰之蚩尤血藤,https://vip.dytt-kan.com/20250621/1125_c21002f4/index.m3u8
喜剧片-倒霉日,https://vip.dytt-kan.com/20250621/1124_c7635bfd/index.m3u8
剧情片-大块头有大智慧,https://vip.dytt-kan.com/20250621/1123_2cfd4560/index.m3u8
动作片-刺客联盟,https://vip.dytt-kan.com/20250621/1122_3b712de4/index.m3u8
动作片-超级风暴,https://vip.dytt-kan.com/20250621/1121_3a15c7d0/index.m3u8
动作片-蔡李佛,https://vip.dytt-kan.com/20250621/1120_c6036a69/index.m3u8
剧情片-冰雪勇士2：空降信条,https://vip.dytt-kan.com/20250621/1119_8597a6cf/index.m3u8
剧情片-冰雪勇士,https://vip.dytt-kan.com/20250621/1118_c60d060b/index.m3u8
喜剧片-变身超人,https://vip.dytt-kan.com/20250621/1117_0eec27c4/index.m3u8
喜剧片-半斤百两,https://vip.dytt-kan.com/20250621/1116_dd77279f/index.m3u8
动作片-黄飞鸿之王者无敌,https://vip.dytt-kan.com/20250620/1115_e19347e1/index.m3u8
喜剧片-狗狗奇遇记,https://vip.dytt-kan.com/20250620/1114_d6ef5f7f/index.m3u8
动作片-斗破乱世情,https://vip.dytt-kan.com/20250620/1113_9c3b1830/index.m3u8
动作片-大冒险王之西域寻龙,https://vip.dytt-kan.com/20250620/1112_20d135f0/index.m3u8
动作片-连环杀局1风云花戏楼,https://vip.dytt-kan.com/20250620/1111_b59c67bf/index.m3u8
恐怖片-死亡笔记：点亮新世界,https://vip.dytt-cine.com/20250623/29522_dd823d6e/index.m3u8
恐怖片-死亡笔记,https://vip.dytt-cine.com/20250623/29523_b3ca9f30/index.m3u8
动作片-冤情必报,https://vip.dytt-kan.com/20250620/1110_2cbca448/index.m3u8
喜剧片-意外杀手2：杀手假期,https://vip.dytt-kan.com/20250620/1109_8f1d4362/index.m3u8
动作片-兄弟之生死同盟,https://vip.dytt-kan.com/20250620/1108_b9d487a3/index.m3u8
动作片-外星入侵2：降雨计划,https://vip.dytt-kan.com/20250620/1104_4da04049/index.m3u8
动作片-扫黑英雄,https://vip.dytt-kan.com/20250620/1103_aace49c7/index.m3u8
动作片-破奸锄贼,https://vip.dytt-kan.com/20250620/1102_c667d53a/index.m3u8
动作片-痞子英雄之全面开战,https://vip.dytt-kan.com/20250620/1101_c6bff625/index.m3u8
动作片-浪人,https://vip.dytt-kan.com/20250620/1100_1e6e0a04/index.m3u8
动作片-缉妖传,https://vip.dytt-kan.com/20250620/1099_a0160709/index.m3u8
动作片-火云邪神之降龙十八掌,https://vip.dytt-kan.com/20250620/1098_a5e0ff62/index.m3u8
动作片-混世魔王樊瑞,https://vip.dytt-kan.com/20250620/1097_db2b4182/index.m3u8
动作片-黄飞鸿之英雄有梦,https://vip.dytt-kan.com/20250620/1096_4e2545f8/index.m3u8
剧情片-画春功之颜如玉,https://vip.dytt-kan.com/20250620/1095_d6723e7c/index.m3u8
动作片-功夫之城,https://vip.dytt-kan.com/20250620/1094_41bfd20a/index.m3u8
动作片-狄仁杰探案,https://vip.dytt-kan.com/20250620/1093_68b1fbe7/index.m3u8
动作片-救赎一击,https://vip.dytt-kan.com/20250620/1092_6a2feef8/index.m3u8
恐怖片-紧锁,https://vip.dytt-kan.com/20250620/1091_754dda4b/index.m3u8
记录片-加拉帕戈斯群岛的守护者,https://vip.dytt-kan.com/20250620/1090_8b406655/index.m3u8
喜剧片-即兴卧底,https://vip.dytt-kan.com/20250620/1089_03f54461/index.m3u8
科幻片-极寒潜袭,https://vip.dytt-kan.com/20250620/1088_b1563a78/index.m3u8
动作片-会计刺客2,https://vip.dytt-kan.com/20250620/1086_d91d1b4d/index.m3u8
伦理片-丽塔,https://vip.dytt-cine.com/20250623/29487_371f5bb6/index.m3u8
恐怖片-回声谷,https://vip.dytt-kan.com/20250620/1085_4f16c818/index.m3u8
动作片-斗士2025,https://vip.dytt-kan.com/20250620/1083_e5e63da7/index.m3u8
恐怖片-冲浪惊魂,https://vip.dytt-kan.com/20250620/1081_36a16a25/index.m3u8
剧情片-病毒,https://vip.dytt-kan.com/20250620/1080_731c83db/index.m3u8
剧情片-表里不一,https://vip.dytt-kan.com/20250620/1079_43baa676/index.m3u8
科幻片-奥奇传说,https://vip.dytt-kan.com/20250620/1078_522a9ae9/index.m3u8
剧情片-奥德萨,https://vip.dytt-kan.com/20250620/1077_062ddb6c/index.m3u8
动画片-露露是一头犀牛,https://vip.dytt-kan.com/20250620/1076_8a1e808b/index.m3u8
动作片-罪人,https://vip.dytt-kan.com/20250620/1075_46072631/index.m3u8
恐怖片-直到黎明,https://vip.dytt-kan.com/20250620/1074_708f3cf8/index.m3u8
动画片-再见星上人,https://vip.dytt-kan.com/20250620/1073_390e9825/index.m3u8
动作片-幽冥部队,https://vip.dytt-kan.com/20250620/1071_1b0114c5/index.m3u8
剧情片-寻秘不老泉,https://vip.dytt-kan.com/20250620/1070_dc58e3a3/index.m3u8
剧情片-小西伯利亚,https://vip.dytt-kan.com/20250620/1069_fc2c7c47/index.m3u8
剧情片-我俩的时代,https://vip.dytt-kan.com/20250620/1068_53adaf49/index.m3u8
剧情片-头山,https://vip.dytt-kan.com/20250620/1067_31857b44/index.m3u8
动作片-铁血战士：杀戮之王,https://vip.dytt-kan.com/20250620/1066_43dd49b4/index.m3u8
剧情片-世界将颤抖,https://vip.dytt-kan.com/20250620/1065_a2137a2a/index.m3u8
动作片-神圣之夜：恶魔猎人,https://vip.dytt-kan.com/20250620/1064_2290a738/index.m3u8
剧情片-热血雪雕队,https://vip.dytt-kan.com/20250620/1063_6c340f25/index.m3u8
剧情片-评估,https://vip.dytt-kan.com/20250620/1062_cd89fef7/index.m3u8
剧情片-快马驰情,https://vip.dytt-kan.com/20250620/1061_a89cf525/index.m3u8
剧情片-真爱如铁,https://vip.dytt-cine.com/20250622/29471_e3e3c0a3/index.m3u8
恐怖片-恐惧街：舞会王后,https://vip.dytt-kan.com/20250620/1060_299a23a2/index.m3u8
动作片-罪证子弹3,https://vip.dytt-kan.com/20250619/1059_4a08142c/index.m3u8
剧情片-战·争,https://vip.dytt-kan.com/20250619/1057_d8700cbd/index.m3u8
恐怖片-院子里的女人,https://vip.dytt-kan.com/20250619/1056_4ca82782/index.m3u8
科幻片-异世降临,https://vip.dytt-kan.com/20250619/1055_53c04118/index.m3u8
剧情片-锈烂,https://vip.dytt-kan.com/20250619/1054_db576a7d/index.m3u8
剧情片-瓦利斯岛的歌谣,https://vip.dytt-kan.com/20250621/1150_2b38c2df/index.m3u8
剧情片-终极对弈,https://vip.dytt-kan.com/20250619/1052_f4dd765c/index.m3u8
剧情片-挚友,https://vip.dytt-kan.com/20250619/1051_456ac9b0/index.m3u8
剧情片-怪诞故事,https://vip.dytt-kan.com/20250619/1050_5055cbf4/index.m3u8
恐怖片-隔空投送,https://vip.dytt-kan.com/20250619/1049_58c54802/index.m3u8
喜剧片-独角兽之死,https://vip.dytt-kan.com/20250621/1128_3fe78a8a/index.m3u8
爱情片-以爱之罪,https://vip.dytt-kan.com/20250619/1047_20b5e1cf/index.m3u8
记录片-《怪奇物语：第一道阴影》舞台剧幕后,https://vip.dytt-kan.com/20250619/1046_1579779b/index.m3u8
动作片-珠宝大盗：神偷出马,https://vip.dytt-kan.com/20250619/1045_a0e2a2c5/index.m3u8
记录片-致命婚姻：美国逆伦案之谜,https://vip.dytt-kan.com/20250619/1044_1019c809/index.m3u8
喜剧片-致敬幽默大师柯南·奥布莱恩专场,https://vip.dytt-kan.com/20250619/1043_b9141aff/index.m3u8
恐怖片-制高点,https://vip.dytt-kan.com/20250619/1042_9ac403da/index.m3u8
剧情片-战争迷雾,https://vip.dytt-kan.com/20250619/1041_d736bb10/index.m3u8
恐怖片-玉米地小丑,https://vip.dytt-kan.com/20250619/1040_537d9b6c/index.m3u8
剧情片-勇敢骑士,https://vip.dytt-kan.com/20250619/1039_27ed0fb9/index.m3u8
喜剧片-亚历山大和他最糟糕的旅程,https://vip.dytt-kan.com/20250619/1038_6d70cb65/index.m3u8
剧情片-心有所约,https://vip.dytt-kan.com/20250619/1037_eddb904a/index.m3u8
记录片-小维尼修斯：足坛新星成名传,https://vip.dytt-kan.com/20250619/1036_83fa5a43/index.m3u8
喜剧片-喜宴(新版),https://vip.dytt-kan.com/20250619/1035_a34bacf8/index.m3u8
剧情片-无耻之徒,https://vip.dytt-kan.com/20250619/1034_bdb106a0/index.m3u8
剧情片-企鹅课,https://vip.dytt-kan.com/20250619/1033_e17184bc/index.m3u8
剧情片-我被妈妈诈骗了,https://vip.dytt-kan.com/20250619/1032_995e1fda/index.m3u8
剧情片-未请自来,https://vip.dytt-kan.com/20250619/1031_afdec700/index.m3u8
记录片-危城风暴：美国超级龙卷风灾难实录,https://vip.dytt-kan.com/20250619/1030_e515df0d/index.m3u8
喜剧片-玩命夏日,https://vip.dytt-kan.com/20250619/1029_84d2004b/index.m3u8
剧情片-头号铁粉,https://vip.dytt-kan.com/20250619/1028_3806734b/index.m3u8
动作片-甜蜜之家：重生,https://vip.dytt-kan.com/20250619/1027_883e881b/index.m3u8
记录片-体坛秘史：肝王,https://vip.dytt-kan.com/20250619/1026_24146db4/index.m3u8
记录片-体坛秘史：跌落神坛的明星四分卫,https://vip.dytt-kan.com/20250619/1025_82b8a343/index.m3u8
喜剧片-提姆·迪伦：我是你的妈,https://vip.dytt-kan.com/20250619/1024_021bbc7e/index.m3u8
恐怖片-死亡信息,https://vip.dytt-kan.com/20250619/1023_ce5140df/index.m3u8
恐怖片-守望相助,https://vip.dytt-kan.com/20250619/1022_93d65641/index.m3u8
剧情片-生命清单,https://vip.dytt-kan.com/20250619/1021_0768281a/index.m3u8
喜剧片-莎拉·丝沃曼：生离笑别,https://vip.dytt-kan.com/20250619/1020_65cc2c82/index.m3u8
喜剧片-萨克拉门托,https://vip.dytt-kan.com/20250619/1019_03e0704b/index.m3u8
动画片-忍者蝙蝠侠大战极道联盟,https://vip.dytt-kan.com/20250619/1018_ef50c335/index.m3u8
剧情片-人生滑起来2,https://vip.dytt-kan.com/20250619/1017_5d616dd3/index.m3u8
剧情片-人生对抗赛,https://vip.dytt-kan.com/20250619/1016_08fe2621/index.m3u8
喜剧片-切尔西·韩德勒：就是这种感觉,https://vip.dytt-kan.com/20250619/1015_298923c8/index.m3u8
动作片-破果,https://vip.dytt-kan.com/20250619/1014_766d856e/index.m3u8
喜剧片-你要幸福,https://vip.dytt-kan.com/20250619/1013_6b180037/index.m3u8
喜剧片-母爱食堂,https://vip.dytt-kan.com/20250621/1138_c3e0c62e/index.m3u8
记录片-纽约灾星第二季,https://vip.dytt-luck.com/20250621/3170_73e5080f/index.m3u8
恐怖片-摩根：杀手娃娃,https://vip.dytt-kan.com/20250619/1011_7f975a56/index.m3u8
恐怖片-美国幸运儿,https://vip.dytt-kan.com/20250619/1010_1e48c442/index.m3u8
喜剧片-骂倒村,https://vip.dytt-kan.com/20250619/1009_31b3b31a/index.m3u8
记录片-伦敦大轰炸：英国抵抗故事,https://vip.dytt-kan.com/20250619/1008_1587965f/index.m3u8
恐怖片-林荫路825号,https://vip.dytt-kan.com/20250619/1007_d7322ed7/index.m3u8
喜剧片-雷鬼歌姬卡罗尔·C：明天真美好,https://vip.dytt-kan.com/20250619/1006_9246444d/index.m3u8
剧情片-来自谁的启示,https://vip.dytt-kan.com/20250619/1005_2387337b/index.m3u8
喜剧片-炊达萨米一家：棒打鸳鸯,https://vip.dytt-kan.com/20250619/1004_fed33392/index.m3u8
剧情片-救赎,https://vip.dytt-kan.com/20250619/1003_aa68c75c/index.m3u8
剧情片-绝境末路,https://vip.dytt-kan.com/20250619/1002_fba9d881/index.m3u8
喜剧片-DJ特工,https://vip.dytt-kan.com/20250619/1001_b8c37e33/index.m3u8
喜剧片-杰西卡·柯森：我就是那个男人,https://vip.dytt-kan.com/20250619/1000_a9b7ba70/index.m3u8
动作片-劫车大盗,https://vip.dytt-kan.com/20250619/999_b706835d/index.m3u8
动作片-坚守阵地,https://vip.dytt-kan.com/20250619/998_9ab0d884/index.m3u8
剧情片-黑道中人,https://vip.dytt-kan.com/20250619/997_ec5aa0b7/index.m3u8
记录片-海狮利奥环岛记,https://vip.dytt-kan.com/20250619/996_0b8aff04/index.m3u8
剧情片-寡妇游戏,https://vip.dytt-kan.com/20250619/995_2bcab9d9/index.m3u8
喜剧片-飞机2025,https://vip.dytt-kan.com/20250619/994_934815ad/index.m3u8
记录片-俄克拉荷马城爆炸案：美国恐袭,https://vip.dytt-kan.com/20250619/993_7b13b220/index.m3u8
动作片-毒劫,https://vip.dytt-kan.com/20250619/992_860320be/index.m3u8
喜剧片-大卫·斯佩德：蒲公英,https://vip.dytt-kan.com/20250619/991_692f93be/index.m3u8
记录片-穿山甲Kulu的旅程,https://vip.dytt-kan.com/20250619/990_4fac9ba1/index.m3u8
记录片-爱宠情缘,https://vip.dytt-kan.com/20250619/989_a1140a3d/index.m3u8
喜剧片-比尔·伯尔：倒毙之年,https://vip.dytt-kan.com/20250619/988_9908279e/index.m3u8
剧情片-爸不得找到你,https://vip.dytt-kan.com/20250619/987_df6d2338/index.m3u8
剧情片-爱在誓言遗忘时,https://vip.dytt-kan.com/20250619/986_fe7ee8fc/index.m3u8
喜剧片-Kill Tony：笑不死偿命,https://vip.dytt-kan.com/20250619/985_54a367d6/index.m3u8
剧情片-i人质危机,https://vip.dytt-kan.com/20250619/984_d93ed5b6/index.m3u8
动作片-罪证子弹2,https://vip.dytt-kan.com/20250619/983_6aab1270/index.m3u8
动作片-自杀小队,https://vip.dytt-kan.com/20250619/982_fec8d47d/index.m3u8
剧情片-倩女幽魂2011,https://vip.dytt-kan.com/20250619/981_287e03db/index.m3u8
动作片-新哥斯拉,https://vip.dytt-kan.com/20250619/980_d79aac07/index.m3u8
动画片-小倩,https://vip.dytt-kan.com/20250619/979_c32d9bf2/index.m3u8
动作片-闲山：龙的出现,https://vip.dytt-kan.com/20250619/978_2ab56412/index.m3u8
动作片-消音器,https://vip.dytt-kan.com/20250619/977_cc1aa436/index.m3u8
动作片-侠探西蒙,https://vip.dytt-kan.com/20250619/976_9c01802d/index.m3u8
剧情片-舞台姊妹,https://vip.dytt-kan.com/20250619/975_92977ae4/index.m3u8
动作片-我是复仇者2,https://vip.dytt-kan.com/20250619/974_4311359e/index.m3u8
动作片-太子爷出差,https://vip.dytt-kan.com/20250619/973_ca759101/index.m3u8
动作片-死亡塔,https://vip.dytt-kan.com/20250619/972_c22abfa3/index.m3u8
动作片-使徒行者,https://vip.dytt-kan.com/20250619/971_6602294b/index.m3u8
动作片-柔道龙虎榜,https://vip.dytt-kan.com/20250619/969_e744f91c/index.m3u8
剧情片-画中仙,https://vip.dytt-kan.com/20250619/968_8f468c87/index.m3u8
爱情片-倩女幽魂,https://vip.dytt-kan.com/20250619/967_6cfe0e61/index.m3u8
动作片-霹雳战士,https://vip.dytt-kan.com/20250619/966_4e0cb6fb/index.m3u8
喜剧片-冥界警局2：咒灵崛起,https://vip.dytt-kan.com/20250619/965_eeb69a3c/index.m3u8
科幻片-明日世界,https://vip.dytt-kan.com/20250619/964_8065d07d/index.m3u8
动作片-烈火战车,https://vip.dytt-kan.com/20250619/963_1ce927f8/index.m3u8
动作片-烈火战车2：极速传说,https://vip.dytt-kan.com/20250619/962_5c936263/index.m3u8
动作片-孔雀王子,https://vip.dytt-kan.com/20250619/961_d707329b/index.m3u8
动作片-救赎者,https://vip.dytt-kan.com/20250619/960_437d7d1d/index.m3u8
动作片-江湖龙虎斗,https://vip.dytt-kan.com/20250619/959_0f840be9/index.m3u8
伦理片-坏小子2001,https://vip.dytt-kan.com/20250619/957_2ba59664/index.m3u8
恐怖片-怪谈新耳袋突击！东海道篇,https://vip.dytt-kan.com/20250619/956_168908dd/index.m3u8
恐怖片-怪谈新耳袋突击！电影版 关东篇,https://vip.dytt-kan.com/20250619/955_ef4e3b77/index.m3u8
恐怖片-怪谈新耳袋突击！电影版 冲绳篇,https://vip.dytt-kan.com/20250619/954_6395ebd0/index.m3u8
恐怖片-怪谈新耳袋 绝叫编 前 「恐怖面孔」,https://vip.dytt-kan.com/20250619/953_9232fe81/index.m3u8
恐怖片-怪谈新耳袋：幽灵公寓,https://vip.dytt-kan.com/20250619/952_e6cb2a3c/index.m3u8
恐怖片-怪谈新耳袋：信弘先生,https://vip.dytt-kan.com/20250619/951_1c1d4df5/index.m3u8
恐怖片-怪谈新耳袋：怪奇 着魔,https://vip.dytt-kan.com/20250619/950_a3d68b46/index.m3u8
恐怖片-怪谈新耳袋：怪奇 希望,https://vip.dytt-kan.com/20250619/949_3cef96dc/index.m3u8
恐怖片-怪谈新耳袋 最终夜2,https://vip.dytt-kan.com/20250619/948_58e4d44e/index.m3u8
恐怖片-怪谈新耳袋 异形 红色的人篇,https://vip.dytt-kan.com/20250619/947_c4b31ce7/index.m3u8
记录片-大陆的崛起,https://vip.dytt-luck.com/20250620/2559_b5baa9c2/index.m3u8
记录片-迪拜终极机场第三季,https://vip.dytt-luck.com/20250620/2579_5b168fdb/index.m3u8
记录片-迪拜终极机场第二季,https://vip.dytt-luck.com/20250620/2569_02f657d5/index.m3u8
记录片-迪拜终极机场第一季,https://vip.dytt-luck.com/20250620/2589_743c41a9/index.m3u8
记录片-柜外,https://vip.dytt-luck.com/20250620/2603_92f54963/index.m3u8
记录片-珍宝解密第五季,https://vip.dytt-luck.com/20250620/2976_a209ca7b/index.m3u8
记录片-珍宝解密第四季,https://vip.dytt-luck.com/20250620/2970_6db291ac/index.m3u8
记录片-珍宝解密第三季,https://vip.dytt-luck.com/20250620/2962_3b2d8f12/index.m3u8
记录片-珍宝解密第二季,https://vip.dytt-luck.com/20250620/2956_db5cea26/index.m3u8
记录片-珍宝解密第一季,https://vip.dytt-luck.com/20250620/2981_9ff0525c/index.m3u8
恐怖片-怪谈新耳袋 新娘篇,https://vip.dytt-kan.com/20250619/946_c8c41c4a/index.m3u8
恐怖片-怪谈新耳袋 魔界篇 前篇,https://vip.dytt-kan.com/20250619/945_4b6538a4/index.m3u8
恐怖片-怪谈新耳袋 魔界篇 后篇,https://vip.dytt-kan.com/20250619/944_64223ccf/index.m3u8
恐怖片-怪谈新耳袋 蜂拥而入2,https://vip.dytt-kan.com/20250619/942_b55ec28c/index.m3u8
恐怖片-怪谈新耳袋 蜂拥而入,https://vip.dytt-kan.com/20250619/943_2f885d0f/index.m3u8
恐怖片-怪谈新耳袋 地狱篇 前篇,https://vip.dytt-kan.com/20250619/936_90794e3b/index.m3u8
恐怖片-怪谈新耳袋 地狱篇 后篇,https://vip.dytt-kan.com/20250619/935_e820a45f/index.m3u8
动作片-割喉市,https://vip.dytt-kan.com/20250619/934_4daa3db3/index.m3u8
恐怖片-怪谈新耳袋 百物语,https://vip.dytt-kan.com/20250619/933_043c3d7e/index.m3u8
科幻片-哥斯拉-1.0,https://vip.dytt-kan.com/20250619/932_d2ed45a5/index.m3u8
动作片-敢死七镖客,https://vip.dytt-kan.com/20250619/931_9f53d83e/index.m3u8
动作片-飞跃羚羊,https://vip.dytt-kan.com/20250619/930_1cc3633c/index.m3u8
动作片-喋血街头,https://vip.dytt-kan.com/20250619/928_d045c59a/index.m3u8
动作片-水银人,https://vip.dytt-kan.com/20250618/921_430c3626/index.m3u8
动作片-倩女幽魂3：道道道,https://vip.dytt-kan.com/20250618/918_1e056d2b/index.m3u8
剧情片-猎金·游戏,https://vip.dytt-cinema.com/20250620/25089_1cb6f99b/index.m3u8
动作片-马哥波罗,https://vip.dytt-kan.com/20250618/917_da0d1111/index.m3u8
动作片-二五传说,https://vip.dytt-kan.com/20250618/916_23ce1851/index.m3u8
动作片-俄罗斯报废地堡计划,https://vip.dytt-kan.com/20250618/915_24896ee4/index.m3u8
动作片-敌对区域,https://vip.dytt-kan.com/20250618/914_7634ea65/index.m3u8
动作片-暴力行为,https://vip.dytt-kan.com/20250618/913_8b5040a8/index.m3u8
动作片-罪人和圣人,https://vip.dytt-kan.com/20250618/912_2a9d121c/index.m3u8
动作片-占领,https://vip.dytt-kan.com/20250618/911_b56a18e0/index.m3u8
喜剧片-一招半式闯江湖,https://vip.dytt-kan.com/20250618/910_e205ee2a/index.m3u8
剧情片-武曲,https://vip.dytt-kan.com/20250618/909_a4300b00/index.m3u8
动作片-乌鸦2：天使之城,https://vip.dytt-kan.com/20250618/908_8b6dd7db/index.m3u8
动作片-危险元素,https://vip.dytt-kan.com/20250618/907_621461af/index.m3u8
动作片-亡命之逃,https://vip.dytt-kan.com/20250618/906_c8fbbc86/index.m3u8
